id,candidate,candidate_confidence,relevant_yn,relevant_yn_confidence,sentiment,sentiment_s,sentiment_confidence,subject_matter,subject_matter_confidence,candidate_gold,name,relevant_yn_gold,retweet_count,sentiment_gold,subject_matter_gold,text,tweet_coord,tweet_created,tweet_id,tweet_location,user_timezone
272,Ben Carson,1,yes,1,Positive,1,1,None of the above,1,,annemargaretj,,0,,,Best closing statement: @RealBenCarson #GOPDebate,,8/7/2015 9:52,6.29697E+17,"Breslau, Ontario ",
273,Chris Christie,0.7021,yes,1,Positive,1,0.7021,None of the above,1,,sjrhue3,,96,,,"RT @ChrisChristie: We have to stop worrying about being loved &amp; start worrying about being respected. #TellingItLikeItIs #GOPDebate
https:/â€¦",,8/7/2015 9:52,6.29697E+17,,
274,Donald Trump,0.4036,yes,0.6353,Negative,2,0.6353,,0.2317,,KendaluKendalu,,2,,,"RT @lesleyabravanel: Trump sycophants want to know what @megynkelly's ""hidden agenda"" was last night. Answer is simple: it's called a vaginâ€¦",,8/7/2015 9:52,6.29697E+17,Toronto - Cartagena,Atlantic Time (Canada)
275,No candidate mentioned,0.6772,yes,1,Neutral,0,0.6437,FOX News or Moderators,0.3563,,1216BJ,,0,,,The Real #GOPDebate Winner: Republican Voters - Fox Nation http://t.co/98G42IaZ5O,,8/7/2015 9:52,6.29697E+17,,Eastern Time (US & Canada)
276,Donald Trump,0.3923,yes,0.6264,Negative,2,0.6264,,0.234,,BigBigBen,,0,,,Donald Trump is a really nasty piece of work. Hope he disappears quickly. #GOPDebate,,8/7/2015 9:52,6.29697E+17,Barcelona,Madrid
277,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,1,,willowalmighty,,608,,,RT @amaraconda: FETUSES ARE NOT UNBORN BABIES THEY ARE CLUSTERS OF CELLS STOP SHAMING PEOPLE WHO WANT/HAVE HAD ABORTIONS #GOPDebate,,8/7/2015 9:52,6.29697E+17,,Atlantic Time (Canada)
278,No candidate mentioned,1,yes,1,Positive,1,0.6774,None of the above,1,,CitizenKane95,,3,,,RT @mattkbh: These were far and away the best tweets of last night #DebateWithBernie #GOPDebate http://t.co/GzdLtYuMNn,,8/7/2015 9:52,6.29697E+17,,Quito
279,Chris Christie,1,yes,1,Neutral,0,1,None of the above,1,,pattmlatimes,,0,,,I know now who it is that #ChrisChristie reminds me of: actor Andy Devine. #GOPDebate http://t.co/xYy8FxPjcD,,8/7/2015 9:52,6.29697E+17,,Hawaii
280,Mike Huckabee,1,yes,1,Negative,2,1,Jobs and Economy,0.3441,,EightfoldWay,,959,,,"RT @pattonoswalt: Despite what Huckabee says, I always make sure my prostitute AND her pimp pay FICA and pension. #GOPDebate",,8/7/2015 9:52,6.29697E+17,,
281,No candidate mentioned,0.4025,yes,0.6344,Neutral,0,0.6344,None of the above,0.4025,,JohaLittle,,38,,,"RT @Bipartisanism: Hillary Clinton was watching the #GOPDebate like:
 http://t.co/VOkOlq52xP",,8/7/2015 9:52,6.29697E+17,,
282,No candidate mentioned,1,yes,1,Positive,1,0.6629,FOX News or Moderators,1,,slickjenkins,,0,,,@FoxNews did great by challenging the candidates in #GOPDebate. If these candidates can't handle a tough question they could never b #POTUS,,8/7/2015 9:52,6.29697E+17,"Chattanooga, Tennessee",
283,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,0.6957,,panjandrum44,,56,,,RT @k_mcq: Iâ€™d say it was the opposite. Megan Kelly acted like some SJW on Tumblr whining about feminism. Very sad. #GOPDebate  https://t.câ€¦,,8/7/2015 9:52,6.29697E+17,The brachistochrone trajectory,Eastern Time (US & Canada)
284,No candidate mentioned,0.4497,yes,0.6706,Positive,1,0.3412,None of the above,0.4497,,Mariann44764635,,1,,,RT @Conssista: Rightly so Frank. Rightly so. #GOPDebate  https://t.co/32CFasI17d,,8/7/2015 9:52,6.29697E+17,"Pomaria,SC",
285,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,jasxnadams,,0,,,the number of times that ronald reagan is mentioned in the #GOPDebate is TOO DAMN HIGH,,8/7/2015 9:52,6.29697E+17,"Keller, TX",Central Time (US & Canada)
286,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,4closureNation2,,1216,,,"RT @pattonoswalt: If Trump is against ""p.c. culture,"" I'm suddenly 100% for it. Not even kidding. What a howling shit-cave of a human. #GOPâ€¦",,8/7/2015 9:52,6.29697E+17,California,Arizona
287,Ben Carson,1,yes,1,Positive,1,1,Racial issues,1,,a3auntie,,96,,,RT @carljacksonshow: #BenCarson great close! He operates on brains so he doesn't worry about skin color. #GOPDebate,,8/7/2015 9:52,6.29697E+17,,Atlantic Time (Canada)
288,Donald Trump,1,yes,1,Negative,2,0.6538,Women's Issues (not abortion though),1,,libertylady44,,25,,,"RT @Davante_R: Women that would be offended by Trumps ""Misogyny"" most certainly don't vote Republican.

Find a new fake issue Faux News.

#â€¦",,8/7/2015 9:52,6.29697E+17,,
289,No candidate mentioned,1,yes,1,Negative,2,1,Religion,1,,JaysWorldLive,,1,,,RT @Auntcol54: Keep religion out of politics! #GOPDebate,,8/7/2015 9:52,6.29697E+17,"Tamap, FL",Eastern Time (US & Canada)
290,Rand Paul,1,yes,1,Neutral,0,0.6714,None of the above,1,,sandphillips,,39,,,"RT @DianneG: ""I won't be bought &amp; I won't be sold"" @randpaul after reiterating his points against @realDonaldTrump during #gopdebate",,8/7/2015 9:52,6.29697E+17,USA and proud of it.,
291,No candidate mentioned,0.4074,yes,0.6383,Negative,2,0.3298,None of the above,0.4074,,rabiaaaa_k,,571,,,"RT @wilw: Boy, I bet the mood in the clown car is going to be TENSE when these jerks leave the #GOPDebate.",,8/7/2015 9:52,6.29697E+17,Coolsville,Pacific Time (US & Canada)
292,Ben Carson,1,yes,1,Positive,1,1,None of the above,1,,113hannah,,2,,,RT @CampeauElliot: Dr. Ben Carson did a great job tonight! Loved your closing statement! @RealBenCarson #GOPDebate,,8/7/2015 9:52,6.29697E+17,,Central Time (US & Canada)
293,Donald Trump,1,yes,1,Neutral,0,0.7188,FOX News or Moderators,1,,TorchOnHigh,,1,,,RT @RedheadAndRight: Meet the new darling of the left ã€‹ Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,,8/7/2015 9:52,6.29697E+17,Musician/Recording Eng  - CA,Pacific Time (US & Canada)
294,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,held_jana,,0,,,â€œ@foxnewspolitics: Behind the Fox debate: How the anchors hashed out the questions #GOPDebate They Failed,,8/7/2015 9:52,6.29697E+17,,
295,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,FashnDiva,,0,,,Did anyone get trashed playing @RollingStone's #GOPDebate drinking game?   #drinkinggame,,8/7/2015 9:52,6.29697E+17,"Small Town, Ohio",Quito
296,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,Alisonnj,,0,,,"If #DonaldTrump donates to U..He can call in a favor years later?? Sounds like #TheGodfather
NOT #POTUS Thats legal?
#GOPDebate #GOPClownCar",,8/7/2015 9:52,6.29697E+17,Northeast USA,Eastern Time (US & Canada)
297,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,1,,Spence4782,,1,,,RT @jediane9: Ugh to think there were actually people sitting on their couch last night saying YES YES THIS IS REASONABLE. #GOPDebate,,8/7/2015 9:52,6.29697E+17,"Lawton, Oklahoma",
298,No candidate mentioned,0.229,yes,0.6667,Neutral,0,0.3434,Foreign Policy,0.4444,,CaffeineHound,,5,,,"RT @BarracudaMama: RT @AllenWestRepub ""Dear @JebBush #GOPDebate #NotAMistake http://t.co/E1SmU0Hn5J""",,8/7/2015 9:52,6.29697E+17,Heartland of USA,Central Time (US & Canada)
299,Donald Trump,1,yes,1,Negative,2,1,None of the above,1,,jojo21,,8,,,"RT @kesgardner: If politics can be even partially rational, Trump's campaign for the GOP nomination just ended. #GOPDebate",,8/7/2015 9:52,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
300,Ben Carson,1,yes,1,Neutral,0,0.6304,None of the above,0.6304,,NatResourceGal,,9,,,"RT @AndrewHClark: .@GayPatriot's takeaway from last night: ""America Doesn't Deserve Ben Carson."" http://t.co/kjGFYYpcTe #GOPDebate",,8/7/2015 9:52,6.29697E+17,The South,Central Time (US & Canada)
301,Scott Walker,1,yes,1,Negative,2,1,Abortion,1,,Mike_EH_52,,19,,,RT @ChrisJZullo: Scott Walker chooses killing mother rather than aborting unborn embryo. This is reason other countries give us that funny â€¦,,8/7/2015 9:52,6.29697E+17,"HALIFAX,NS",Atlantic Time (Canada)
302,No candidate mentioned,1,yes,1,Negative,2,0.6425,Abortion,1,,ShawDeuce,,0,,,Can't #UniteBlue: Abortion is a talking point in the #GOPDebate since #PPSellsBabyParts,,8/7/2015 9:52,6.29697E+17,"AnyWhere I WannaBe, USA!!",Eastern Time (US & Canada)
303,No candidate mentioned,1,yes,1,Negative,2,0.6374,Immigration,1,,Nick_1453,,36,,,RT @k_mcq: Closing statements reminisce about an America that no longer exists after Ted Kennedyâ€™s 1965 Immigration and Nationality Act. #Gâ€¦,,8/7/2015 9:52,6.29697E+17,UK,London
304,Chris Christie,0.4619,yes,0.6797,Neutral,0,0.6797,None of the above,0.4619,,Hay_Bay123,,12,,,RT @lkwdcitizen: Can't make this up - Chris Christie stopped at a Cleveland ice cream shop before the #GOPDebate. http://t.co/V8WVYFeXx9,,8/7/2015 9:52,6.29697E+17,,
305,Ted Cruz,1,yes,1,Negative,2,1,None of the above,1,,BillSeitz,,224,,,RT @maureenjohnson: Ted Cruz is going to personally take away your telescope and try you as a witch. #GOPDebate,,8/7/2015 9:52,6.29697E+17,60010,Central Time (US & Canada)
306,Donald Trump,0.3923,yes,0.6264,Positive,1,0.6264,None of the above,0.3923,,shortyharris01,,0,,,@realDonaldTrump You killed it last night at the #GOPDebate glad to have some that cares for America  #MakeAmericaGreatAgain,,8/7/2015 9:52,6.29697E+17,,
307,No candidate mentioned,1,yes,1,Positive,1,1,None of the above,1,,EscapeVelo,,50,,,RT @YoungBLKRepub: When the #GOPDebate is more exciting than anything else on tv in the past 10 years....,,8/7/2015 9:52,6.29697E+17,Twitter,
308,No candidate mentioned,0.6453,yes,1,Positive,1,0.3547,None of the above,1,,levijeansc0,,509,,,"RT @abbijacobson: Shiiiittt, it's tough to say who is making me more horny. #GOPDebate",,8/7/2015 9:52,6.29697E+17,"San Francisco, CA",Quito
309,Donald Trump,1,yes,1,Neutral,0,0.3721,FOX News or Moderators,1,,southernlady111,,0,,,".@megynkelly  asked .@realDonaldTrump  poor questions, why, was this to help Bush in the polls? #Hannity #GOPDebate https://t.co/p389iIlE2N",,8/7/2015 9:52,6.29697E+17,,
310,No candidate mentioned,1,yes,1,Positive,1,0.6667,FOX News or Moderators,0.6667,,MiraKarell,,0,,,"@bullriders1 @Olivianuzzi @daveweigel The #GOPDebate was better than I thought it'd be, though candidates finessed issues with sound bytes.",,8/7/2015 9:52,6.29697E+17,"Gaithersburg, MD",Central Time (US & Canada)
311,Marco Rubio,1,yes,1,Negative,2,0.6958,Foreign Policy,1,,stonewallrgv,,12,,,RT @TheBaxterBean: Yes Marco Rubio Actually Said The Iraq Invasion 'Was Not A Mistake' http://t.co/xRowKHyMm1 #GOPDebate http://t.co/vjMjdMâ€¦,,8/7/2015 9:52,6.29697E+17,"McAllen, Texas",Central Time (US & Canada)
312,Marco Rubio,1,yes,1,Negative,2,0.675,None of the above,0.675,,Myop1357,,19,,,RT @TheBaxterBean: Marco Rubio Voted Against Unemployment Benefits Even Though Florida Needs Them Most http://t.co/2i6UolSctj #GOPDebate htâ€¦,,8/7/2015 9:52,6.29697E+17,orlando,Eastern Time (US & Canada)
313,Jeb Bush,1,yes,1,Positive,1,1,None of the above,0.6563,,PeakBullshit,,0,,,#JebBush was so thoughtful in #GOPdebate - #reThink911 http://t.co/k37hnbe2jy,,8/7/2015 9:52,6.29697E+17,,
314,Jeb Bush,0.3941,yes,0.6277,Negative,2,0.6277,,0.2337,,karaklev,,36,,,"RT @TheJimHughes: There will be a lot of jobs available if Bush serves 2 terms, because most Conservatives will have committed suicide. #GOâ€¦",,8/7/2015 9:52,6.29697E+17,"OKC, OK",
315,No candidate mentioned,1,yes,1,Positive,1,1,FOX News or Moderators,1,,GallSueJoe,,0,,,"Huh. Watching @FoxNews debate #1 and so far, the moderators and the participants are better! #GOPDebate",,8/7/2015 9:52,6.29697E+17,Too Blue CT,Hawaii
316,Donald Trump,0.4196,yes,0.6477,Negative,2,0.6477,,0.2282,,jodagolf,,9,,,RT @3ChicsPolitico: Donald Trump insulted @megynkelly and ALL women and not one man on stage confronted him. None of them are worthy to be â€¦,,8/7/2015 9:52,6.29697E+17,,
317,Donald Trump,0.3923,yes,0.6264,Negative,2,0.6264,,0.234,,BunnySlope,,72,,,"RT @jjauthor: @learjetter, I was waiting for @megynkelly to ask @realDonaldTrump, ""When did you stop beating your wife?"" #GOPDebate http://â€¦",,8/7/2015 9:52,6.29697E+17,Fly-over town,Central Time (US & Canada)
318,No candidate mentioned,1,yes,1,Negative,2,0.6407,None of the above,1,,MYKALFURY,,14,,,RT @AndreaTantaros: About last night. Are you watching @OutnumberedFNC ? We got @ericbolling and all the good stuff from the #GOPDebate on â€¦,,8/7/2015 9:52,6.29697E+17,METAL * ROCK * GRUNGE,
319,No candidate mentioned,0.6471,yes,1,Negative,2,0.6706,FOX News or Moderators,1,,Al_Rodricks,,21,,,"RT @renomarky: EARTH TO @megynkelly THIS AINT ABOUT YOU! 

#GOPDebate 
#FoxDebate 
#MegynKelly 
#MegynKellyDebateQuestions http://t.co/yxHyâ€¦",,8/7/2015 9:52,6.29697E+17,"Emerald City, Land of OZ",Eastern Time (US & Canada)
320,Rand Paul,1,yes,1,Neutral,0,0.6667,None of the above,1,,jojo21,,17,,,RT @kesgardner: And...Rand Paul lands the first haymaker of the night. #GOPDebate,,8/7/2015 9:52,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
321,No candidate mentioned,0.4801,yes,0.6929,Neutral,0,0.6929,None of the above,0.4801,,randomrid2,,2,,,RT @TaraSetmayer: Coming up on @WilkowMajority at 1220pm live! @SIRIUSXM #Patriot125 post #GOPDebate,,8/7/2015 9:52,6.29697E+17,www.tommyrobinson.co.uk,
322,No candidate mentioned,0.4594,yes,0.6778,Neutral,0,0.6778,None of the above,0.4594,,JaxAlemany,,0,,,"""Because Republicans don't like Rosie O'Donnell."" ICYMI, @FrankLuntz #GOPDebate debrief this AM on @CBSThisMorning http://t.co/nQIUIccOlB",,8/7/2015 9:52,6.29697E+17, D.C. | N.H. ,Quito
323,No candidate mentioned,0.4682,yes,0.6843,Negative,2,0.6843,None of the above,0.4682,,msadrienne29,,0,,,"#FFF: Highlights from this week include #NationalUnderwearDay, the #GOPDebate, and #JonVoyage. Officially. The. Worst. Week. Ever.
#TGIF",,8/7/2015 9:52,6.29697E+17,,
324,No candidate mentioned,1,yes,1,Neutral,0,0.6736,None of the above,1,,BioAnnie1,,1,,,RT @greenspaceguy: @TheDailyShow Jon Stewart can feel comfortable w/retirement as #GOPDebate solved all problems(personal &amp; scientific) httâ€¦,,8/7/2015 9:52,6.29697E+17,,Hawaii
325,No candidate mentioned,0.4233,yes,0.6506,Negative,2,0.6506,None of the above,0.4233,,jojo21,,7,,,"RT @kesgardner: Of course, the AssClown won't pledge not to run as a third party candidate. #GOPDebate",,8/7/2015 9:52,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
326,Donald Trump,0.6786,yes,1,Negative,2,1,None of the above,1,,SadhbhWalshe,,0,,,"Paul Krugman sums up what happended last night: ""One of our two major parties has gone off the deep end"" http://t.co/gkubEM7gE7 #GOPDebate",,8/7/2015 9:52,6.29697E+17,,Dublin
327,No candidate mentioned,1,yes,1,Negative,2,1,None of the above,0.6632,,AuthorRCallari,,1,,,RT @EQphoto: Just remember no matter wins the #GOPDebate everyone who watched it loses #alcoholpoisoning,,8/7/2015 9:52,6.29697E+17,,Atlantic Time (Canada)
328,Donald Trump,0.686,yes,1,Negative,2,0.686,None of the above,0.686,,Michael6395951,,240,,,RT @AnthonyMarlowe: #Trump #Video It cost 4 times more than the $700M it would've if it were being managed by @realDonaldTrump #GOPDebate hâ€¦,,8/7/2015 9:52,6.29697E+17,"California, USA",
329,No candidate mentioned,1,yes,1,Negative,2,0.6778,FOX News or Moderators,0.6778,,WhatRepublic,,0,,,@megynkelly you disgraced yourself last night... #GOPDebate,,8/7/2015 9:52,6.29697E+17,Soviet Republik of Kalifornia ,Eastern Time (US & Canada)
330,Donald Trump,0.4265,yes,0.6531,Negative,2,0.6531,None of the above,0.4265,,KasenFanning,,26,,,RT @proginosko: Prediction: in the final #GOPDebate Donald Trump will tear off his #MissionImpossible mask to reveal a smirking Jon Stewart.,,8/7/2015 9:52,6.29697E+17,,Eastern Time (US & Canada)
331,No candidate mentioned,1,yes,1,Positive,1,0.3488,None of the above,0.6744,,Nic_Pel,,0,,,"#Fallon to Jon #Stewart: ""Please Come Back, I Canâ€™t Do It Alone"" https://t.co/IUa0hy2UC6 #GOPDebate #Politics",,8/7/2015 9:52,6.29697E+17,"QuÃ©bec, Canada",Eastern Time (US & Canada)
332,No candidate mentioned,1,yes,1,Neutral,0,1,Foreign Policy,1,,EJudy87306745,,21,,,"RT @BBCJonSopel: In midst of #GOPDebate came big blow to @BarackObama with announcement that leading Jewish Democrat, Sen. Schumer, won't bâ€¦",,8/7/2015 9:52,6.29697E+17,,
333,Ted Cruz,1,yes,1,Negative,2,0.6865,None of the above,1,,jojo21,,4,,,RT @kesgardner: Ted Cruz is angling himself to be a slightly less loony version of Donald Trump. #GOPDebate,,8/7/2015 9:52,6.29697E+17,"Ellicott City, Maryland",Eastern Time (US & Canada)
334,Donald Trump,1,yes,1,Negative,2,0.3596,FOX News or Moderators,0.6966,,RedheadAndRight,,1,,,Meet the new darling of the left ã€‹ Megyn Gotcha Kelly. #GOPDebate @FoxNews #DonaldTrump #MegynKelly,,8/7/2015 9:52,6.29697E+17,,Pacific Time (US & Canada)
335,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,0.6596,,slone,,32,,,RT @toddstarnes: That abortion question â€” disgusting. #GOPDebate,,8/7/2015 9:52,6.29697E+17,â™¥ Right where God wants me â™¥,Eastern Time (US & Canada)
336,No candidate mentioned,1,yes,1,Negative,2,0.7021,FOX News or Moderators,1,,walotusi,,0,,,"@nytimes and @CNN praised @FoxNews and they thought they did a good job #GOPDebate 
Not a good thing",,8/7/2015 9:52,6.29697E+17,"Bi-Coastal, U.S.A",
337,No candidate mentioned,1,yes,1,Neutral,0,0.7024,None of the above,1,,RonBasler1,,1,,,"RT @TexasCruzn: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http://tâ€¦",,8/7/2015 9:52,6.29697E+17,"California, USA",
338,No candidate mentioned,1,yes,1,Neutral,0,1,None of the above,1,,patrickbobo,,2,,,"RT @jstephencarter: My #hottake: Carly Fiorina became a 1st tier candidate yesterday. Otherwise, #GOPDebate changed nothing/will be ancientâ€¦",,8/7/2015 9:52,6.29697E+17,"Chattanooga, TN",Eastern Time (US & Canada)
339,Donald Trump,0.2275,yes,0.6501,Negative,2,0.3499,Women's Issues (not abortion though),0.2275,,MarIntroini,,0,,,"#GOPDebate: a lesson for coming months: quality and not quantity in words &amp; time for tangible and believable propsals
http://t.co/YHvNoEinyi",,8/7/2015 9:52,6.29697E+17,International,
340,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,IgnatzLaird,,0,,,"When CNN and the New York Times are praising the @FoxNews moderators, you know they did it completely wrong. #GOPDebate",,8/7/2015 9:52,6.29697E+17,,
341,No candidate mentioned,1,yes,1,Neutral,0,0.6738,None of the above,1,,Juggernaut_08,,33,,,"RT @LindaSuhler: First Republican Debate: The Candidate Report Card
.@benshapiro
#GOPDebate
http://t.co/9mFIPuCSLG

#tcot http://t.co/ZvHw0â€¦",,8/7/2015 9:52,6.29697E+17,Texas,
342,No candidate mentioned,1,yes,1,Neutral,0,0.643,None of the above,1,,miggiesmalls,,25,,,"RT @evanmcmurry: According to @gov, the most-retweeted candidate tweet of the #GOPDebate didn't come from a Republican: https://t.co/cUv3aFâ€¦",,8/7/2015 9:52,6.29697E+17,78721,Central Time (US & Canada)
343,No candidate mentioned,0.4123,yes,0.6421,Positive,1,0.3263,FOX News or Moderators,0.4123,,TVNewsLab,,0,,,".@megynkelly displayed ""utmost authority"" at @foxnews #GOPDebate, critic says. http://t.co/8JbvwJTj3T http://t.co/mel8jxm19b",,8/7/2015 9:52,6.29697E+17,"Washington, DC",Eastern Time (US & Canada)
344,Donald Trump,1,yes,1,Negative,2,1,Racial issues,1,,globalnation,,27,,,"RT @TUSK81: Not one candidate spoke up against Trump's mass-deportation plan, &amp; not one condemned his racist comments. Latinos won't forgetâ€¦",,8/7/2015 9:52,6.29697E+17,,Hawaii
345,Donald Trump,1,yes,1,Positive,1,1,None of the above,1,,MelisaAnnis,,0,,,"Donald is my hero. 
 #GOPDebate http://t.co/9ZZFLChJQO",,8/7/2015 9:52,6.29697E+17,"Brooklyn, NY",Quito
346,No candidate mentioned,1,yes,1,Negative,2,0.6196,None of the above,1,,evil0men,,55,,,RT @GerryDuggan: The Kryptonian science council was more worried about climate change than these scary people. #GOPDebate,,8/7/2015 9:52,6.29697E+17,,
347,No candidate mentioned,0.3923,yes,0.6264,Negative,2,0.6264,,0.234,,ldandladies,,0,,,Withholding my very valuable presidential endorsement until I hear about everyone's point of view on the 2nd amendment #GOPDebate,,8/7/2015 9:52,6.29697E+17,,
348,No candidate mentioned,1,yes,1,Neutral,0,0.6322,None of the above,1,,RonBasler1,,1,,,"RT @ArcticFox2016: RT @AllenWestRepub ""RT @oliverdarcy Debbie Wasserman-Schultz statement on #GOPDebate: 'GOP is solely focused on... http:â€¦",,8/7/2015 9:52,6.29697E+17,"California, USA",
349,No candidate mentioned,1,yes,1,Negative,2,1,Abortion,1,,stedanchick,,117,,,"RT @MikeDrucker: ""Ronald Reagan never had an abortion with ISIS and WOMEN DON'T NEED THEM EITHER!"" - Basically everyone tonight #GOPDebate",,8/7/2015 9:52,6.29697E+17,UK,
350,No candidate mentioned,1,yes,1,Neutral,0,0.7033,LGBT issues,1,,summer0655,,5,,,RT @patriotmom61: THIS --&gt; Rick Santorum Says Gay Marriage Has No Constitutional Basis https://t.co/mauVIFy6oh #GOPDebate #FoxDebate #tcot â€¦,,8/7/2015 9:52,6.29697E+17,,
351,Scott Walker,1,yes,1,Neutral,0,1,None of the above,0.6477,,a3auntie,,112,,,"RT @GregAbbott_TX: @ScottWalker: ""Every part of the world @HillaryClinton has touched is worse today"" #Truth #GOPDebate @FoxNews",,8/7/2015 9:52,6.29697E+17,,Atlantic Time (Canada)
352,Chris Christie,0.6667,yes,1,Positive,1,1,None of the above,1,,HaymoreTre4,,0,,,@ChrisChristie won the #GOPDebate last night. Only candidate who answered questions directly and not afraid to take on tough issues.,,8/7/2015 9:52,6.29697E+17,Winston-Salem ,
353,No candidate mentioned,1,yes,1,Neutral,0,0.7047,None of the above,0.7047,,milliedent,,0,,,The Best Jabs at Hillary Clinton from the Republicansâ€™ Fox News Debates #GOPDebate http://t.co/zEoiEM5d7P,,8/7/2015 9:52,6.29697E+17,,Central Time (US & Canada)
354,Mike Huckabee,1,yes,1,Positive,1,1,None of the above,0.6489,,IowaforHuckabee,,15,,,"RT @GovMikeHuckabee: .@FredBarnes, @weeklystandard: ""Mike Huckabee was the star of the Luntz focus group show. When he spoke, the feedback â€¦",,8/7/2015 9:52,6.29697E+17,Iowa,Central Time (US & Canada)
355,Ben Carson,0.4311,yes,0.6566,Positive,1,0.6566,None of the above,0.4311,,maebe11,,0,,,"Watching the primetime #GOPDebate this afternoon, I think @BenCarson2016 was the real winner, quiet but effective",,8/7/2015 9:52,6.29697E+17,Virginia,
356,No candidate mentioned,1,yes,1,Neutral,0,0.6813,LGBT issues,1,,slone,,35,,,RT @toddstarnes: And here comes the gay marriage gotcha sectionâ€¦.#GOPDebate,,8/7/2015 9:52,6.29697E+17,â™¥ Right where God wants me â™¥,Eastern Time (US & Canada)
357,Jeb Bush,0.4265,yes,0.6531,Negative,2,0.3469,None of the above,0.4265,,Brad_Dolce,,3,,,RT @Jackie_Pepper: #Jeb is giving me some serious Janet Reno tonight. #GOPDebate http://t.co/VxfY7MS1WG,,8/7/2015 9:52,6.29697E+17,"Durham, North Carolina",Eastern Time (US & Canada)
358,No candidate mentioned,1,yes,1,Negative,2,0.3407,None of the above,0.6703,,scotmcesler,,0,,,#Boomers R #Smart They know how to use #Internet for #GOPDebate http://t.co/IGP8WWnzCu     #Cosproject #jpnet http://t.co/MT79hetQXS,,8/7/2015 9:52,6.29697E+17,,Arizona
359,No candidate mentioned,1,yes,1,Negative,2,0.6484,None of the above,0.6484,,melissagowens02,,156,,,RT @GovMikeHuckabee: Re China: You deal with a playground bully by punching them in the face &amp; putting them on the ground b/c they only resâ€¦,,8/7/2015 9:52,6.29697E+17,,
360,No candidate mentioned,1,yes,1,Negative,2,1,FOX News or Moderators,1,,jasonrlee,,2,,,RT @ali: Lots of Republicans in my Facebook and Twitter timelines are ticked at Fox News for running that hatchet job of a debate. #GOPdebaâ€¦,,8/7/2015 9:52,6.29697E+17,Arizona,Arizona
361,No candidate mentioned,0.4545,yes,0.6742,Negative,2,0.6742,FOX News or Moderators,0.4545,,ChuckNellis,,5,,,"I won't defend @FoxNews, they were FAR from fair OR balanced last night, but name calling is juvenile. #GOPDebate",,8/7/2015 9:52,6.29697E+17,Great State of North Carolina!,Eastern Time (US & Canada)
362,Ben Carson,0.6241,yes,1,Positive,1,1,None of the above,0.6834,,summer0655,,17,,,"RT @CatholicLisa: Hats off to Ben Carson for using the term ""useful idiots"" re: Hillary Clinton and the secular progressive movement. #GOPDâ€¦",,8/7/2015 9:52,6.29697E+17,,
363,Scott Walker,1,yes,1,Negative,2,1,FOX News or Moderators,1,,dan_themandan,,0,,,@megynkelly Your Fox team talked for 31 minutes of #GOPDebate while Walker talked for 5. Your obvious goal was to ambush everyone. Pathetic.,,8/7/2015 9:52,6.29697E+17,,
364,Donald Trump,0.6831,yes,1,Positive,1,0.6175,FOX News or Moderators,0.6175,,fabucat,,1,,,RT @JohnAmato: I actually agree with @AndreaTantaros on something. She said @realDonaldTrump didn't hurt himself in #GOPDebate and I concur.,,8/7/2015 9:52,6.29697E+17,Bethesda Maryland USA,Eastern Time (US & Canada)
365,Ben Carson,1,yes,1,Positive,1,0.6696,None of the above,1,,ShojoPower,,283,,,RT @DonnieWahlberg: Like Ben Carsons brain. Mike Huckabees heart. Marco Rubios soul. Chris Christies fight. John Kasichs hope. Add Carly Fiâ€¦,,8/7/2015 9:52,6.29697E+17,NYC,
366,No candidate mentioned,0.394,yes,0.6277,Neutral,0,0.6277,None of the above,0.394,,SVNDPM_CRE,,0,,,Speed Dating For A New President? Interesting Article on the #GOPDebate. :-)  http://t.co/qNtY6HdHr3,,8/7/2015 9:52,6.29697E+17,"Las Vegas, NV",Pacific Time (US & Canada)
367,No candidate mentioned,1,yes,1,Neutral,0,0.6359,None of the above,1,,GodandtheBear,,1,,,"RT @BradBannon: ""Was GOP Debate a Campaign Preview or Rearview?"" by @BradBannon on @LinkedIn https://t.co/n0mko8qQIE #UniteBlue #P2 #POTUS â€¦",,8/7/2015 9:52,6.29697E+17,"Pennsylvania, USA",
